case_name,cv_100,cv_1000,cv_200,cv_400,cv_600,cv_800,dual_inf_100,dual_inf_1000,dual_inf_200,dual_inf_400,dual_inf_600,dual_inf_800,nlp_err_100,nlp_err_1000,nlp_err_200,nlp_err_400,nlp_err_600,nlp_err_800,obj_100,obj_1000,obj_200,obj_400,obj_600,obj_800
pglib_opf_case4661_sdet.m,2.2732529831094529e-12,2.2732529831094529e-12,2.2732529831094529e-12,2.2732529831094529e-12,2.2732529831094529e-12,2.2732529831094529e-12,6.4246274501287465e-10,6.4246274501287465e-10,6.4246274501287465e-10,6.4246274501287465e-10,6.4246274501287465e-10,6.4246274501287465e-10,2.6962562074441606e-09,2.6962562074441606e-09,2.6962562074441606e-09,2.6962562074441606e-09,2.6962562074441606e-09,2.6962562074441606e-09,1.6647223709113907e+04,1.6647223709113907e+04,1.6647223709113907e+04,1.6647223709113907e+04,1.6647223709113907e+04,1.6647223709113907e+04
pglib_opf_case4661_sdet__api.m,1.2687561054679550e-12,1.2687561054679550e-12,1.2687561054679550e-12,1.2687561054679550e-12,1.2687561054679550e-12,1.2687561054679550e-12,3.2005825359926394e-09,3.2005825359926394e-09,3.2005825359926394e-09,3.2005825359926394e-09,3.2005825359926394e-09,3.2005825359926394e-09,3.2005825359926394e-09,3.2005825359926394e-09,3.2005825359926394e-09,3.2005825359926394e-09,3.2005825359926394e-09,3.2005825359926394e-09,1.9929951440406949e+04,1.9929951440406949e+04,1.9929951440406949e+04,1.9929951440406949e+04,1.9929951440406949e+04,1.9929951440406949e+04
pglib_opf_case4837_goc.m,8.1427142806234087e-11,8.1427142806234087e-11,8.1427142806234087e-11,8.1427142806234087e-11,8.1427142806234087e-11,8.1427142806234087e-11,4.0688797643684271e-09,4.0688797643684271e-09,4.0688797643684271e-09,4.0688797643684271e-09,4.0688797643684271e-09,4.0688797643684271e-09,7.2133524988933313e-09,7.2133524988933313e-09,7.2133524988933313e-09,7.2133524988933313e-09,7.2133524988933313e-09,7.2133524988933313e-09,1.2082772068340008e+04,1.2082772068340008e+04,1.2082772068340008e+04,1.2082772068340008e+04,1.2082772068340008e+04,1.2082772068340008e+04
pglib_opf_case4837_goc__api.m,7.6631201384458336e-11,7.6631201384458336e-11,7.6631201384458336e-11,7.6631201384458336e-11,7.6631201384458336e-11,7.6631201384458336e-11,5.8925546918719121e-10,5.8925546918719121e-10,5.8925546918719121e-10,5.8925546918719121e-10,5.8925546918719121e-10,5.8925546918719121e-10,3.0101713318764320e-09,3.0101713318764320e-09,3.0101713318764320e-09,3.0101713318764320e-09,3.0101713318764320e-09,3.0101713318764320e-09,1.6037937713914020e+04,1.6037937713914020e+04,1.6037937713914020e+04,1.6037937713914020e+04,1.6037937713914020e+04,1.6037937713914020e+04
pglib_opf_case4917_goc.m,7.6410755117853228e-14,7.6410755117853228e-14,7.6410755117853228e-14,7.6410755117853228e-14,7.6410755117853228e-14,7.6410755117853228e-14,4.9203666793597524e-12,4.9203666793597524e-12,4.9203666793597524e-12,4.9203666793597524e-12,4.9203666793597524e-12,4.9203666793597524e-12,2.5059068133570895e-09,2.5059068133570895e-09,2.5059068133570895e-09,2.5059068133570895e-09,2.5059068133570895e-09,2.5059068133570895e-09,4.4352541255357200e+03,4.4352541255357200e+03,4.4352541255357200e+03,4.4352541255357200e+03,4.4352541255357200e+03,4.4352541255357200e+03
pglib_opf_case4917_goc__api.m,3.8664627055595702e-12,3.8664627055595702e-12,3.8664627055595702e-12,3.8664627055595702e-12,3.8664627055595702e-12,3.8664627055595702e-12,6.7668132451724229e-11,6.7668132451724229e-11,6.7668132451724229e-11,6.7668132451724229e-11,6.7668132451724229e-11,6.7668132451724229e-11,2.5091085380743446e-09,2.5091085380743446e-09,2.5091085380743446e-09,2.5091085380743446e-09,2.5091085380743446e-09,2.5091085380743446e-09,4.9468983238003029e+03,4.9468983238003029e+03,4.9468983238003029e+03,4.9468983238003029e+03,4.9468983238003029e+03,4.9468983238003029e+03
pglib_opf_case500_goc.m,1.5035399592022713e-09,1.5035399592022713e-09,1.5035399592022713e-09,1.5035399592022713e-09,1.5035399592022713e-09,1.5035399592022713e-09,1.9514692431209777e-09,1.9514692431209777e-09,1.9514692431209777e-09,1.9514692431209777e-09,1.9514692431209777e-09,1.9514692431209777e-09,8.4837674641772913e-09,8.4837674641772913e-09,8.4837674641772913e-09,8.4837674641772913e-09,8.4837674641772913e-09,8.4837674641772913e-09,7.0479624835197938e+03,7.0479624835197938e+03,7.0479624835197938e+03,7.0479624835197938e+03,7.0479624835197938e+03,7.0479624835197938e+03
pglib_opf_case57_ieee.m,1.8619550345988500e-12,1.8619550345988500e-12,1.8619550345988500e-12,1.8619550345988500e-12,1.8619550345988500e-12,1.8619550345988500e-12,2.7184346630969346e-10,2.7184346630969346e-10,2.7184346630969346e-10,2.7184346630969346e-10,2.7184346630969346e-10,2.7184346630969346e-10,2.6288074402149866e-09,2.6288074402149866e-09,2.6288074402149866e-09,2.6288074402149866e-09,2.6288074402149866e-09,2.6288074402149866e-09,1.0107655336327767e+03,1.0107655336327767e+03,1.0107655336327767e+03,1.0107655336327767e+03,1.0107655336327767e+03,1.0107655336327767e+03
pglib_opf_case57_ieee__api.m,3.8635761256955448e-14,3.8635761256955448e-14,3.8635761256955448e-14,3.8635761256955448e-14,3.8635761256955448e-14,3.8635761256955448e-14,3.2056719449696032e-12,3.2056719449696032e-12,3.2056719449696032e-12,3.2056719449696032e-12,3.2056719449696032e-12,3.2056719449696032e-12,2.5094442260023056e-09,2.5094442260023056e-09,2.5094442260023056e-09,2.5094442260023056e-09,2.5094442260023056e-09,2.5094442260023056e-09,1.3254023419102757e+03,1.3254023419102757e+03,1.3254023419102757e+03,1.3254023419102757e+03,1.3254023419102757e+03,1.3254023419102757e+03
pglib_opf_case588_sdet.m,1.6137757796741425e-11,1.6137757796741425e-11,1.6137757796741425e-11,1.6137757796741425e-11,1.6137757796741425e-11,1.6137757796741425e-11,3.3547564726177370e-10,3.3547564726177370e-10,3.3547564726177370e-10,3.3547564726177370e-10,3.3547564726177370e-10,3.3547564726177370e-10,2.7061947681093771e-09,2.7061947681093771e-09,2.7061947681093771e-09,2.7061947681093771e-09,2.7061947681093771e-09,2.7061947681093771e-09,2.5561777053629189e+03,2.5561777053629189e+03,2.5561777053629189e+03,2.5561777053629189e+03,2.5561777053629189e+03,2.5561777053629189e+03
pglib_opf_case588_sdet__api.m,6.4921493598373090e-14,6.4921493598373090e-14,6.4921493598373090e-14,6.4921493598373090e-14,6.4921493598373090e-14,6.4921493598373090e-14,4.0395325928061558e-10,4.0395325928061558e-10,4.0395325928061558e-10,4.0395325928061558e-10,4.0395325928061558e-10,4.0395325928061558e-10,2.5059147078682445e-09,2.5059147078682445e-09,2.5059147078682445e-09,2.5059147078682445e-09,2.5059147078682445e-09,2.5059147078682445e-09,3.2224202143220982e+03,3.2224202143220982e+03,3.2224202143220982e+03,3.2224202143220982e+03,3.2224202143220982e+03,3.2224202143220982e+03
pglib_opf_case5_pjm.m,1.8515322608436690e-14,1.8515322608436690e-14,1.8515322608436690e-14,1.8515322608436690e-14,1.8515322608436690e-14,1.8515322608436690e-14,2.3132342737476258e-12,2.3132342737476258e-12,2.3132342737476258e-12,2.3132342737476258e-12,2.3132342737476258e-12,2.3132342737476258e-12,2.5059076302146435e-09,2.5059076302146435e-09,2.5059076302146435e-09,2.5059076302146435e-09,2.5059076302146435e-09,2.5059076302146435e-09,4.3879727096486914e+02,4.3879727096486914e+02,4.3879727096486914e+02,4.3879727096486914e+02,4.3879727096486914e+02,4.3879727096486914e+02
pglib_opf_case5_pjm__api.m,5.2876316658512220e-13,5.2876316658512220e-13,5.2876316658512220e-13,5.2876316658512220e-13,5.2876316658512220e-13,5.2876316658512220e-13,9.9411913613261772e-10,9.9411913613261772e-10,9.9411913613261772e-10,9.9411913613261772e-10,9.9411913613261772e-10,9.9411913613261772e-10,2.5291346428580190e-09,2.5291346428580190e-09,2.5291346428580190e-09,2.5291346428580190e-09,2.5291346428580190e-09,2.5291346428580190e-09,1.9094352743058089e+03,1.9094352743058089e+03,1.9094352743058089e+03,1.9094352743058089e+03,1.9094352743058089e+03,1.9094352743058089e+03
pglib_opf_case60_c.m,1.4751444510352485e-10,1.4751444510352485e-10,1.4751444510352485e-10,1.4751444510352485e-10,1.4751444510352485e-10,1.4751444510352485e-10,1.5595381845871275e-09,1.5595381845871275e-09,1.5595381845871275e-09,1.5595381845871275e-09,1.5595381845871275e-09,1.5595381845871275e-09,3.9541976840189330e-09,3.9541976840189330e-09,3.9541976840189330e-09,3.9541976840189330e-09,3.9541976840189330e-09,3.9541976840189330e-09,3.0897889865972179e+03,3.0897889865972179e+03,3.0897889865972179e+03,3.0897889865972179e+03,3.0897889865972179e+03,3.0897889865972179e+03
pglib_opf_case60_c__api.m,9.4673158201885599e-12,9.4673158201885599e-12,9.4673158201885599e-12,9.4673158201885599e-12,9.4673158201885599e-12,9.4673158201885599e-12,7.9949969055887834e-09,7.9949969055887834e-09,7.9949969055887834e-09,7.9949969055887834e-09,7.9949969055887834e-09,7.9949969055887834e-09,7.9949969055887834e-09,7.9949969055887834e-09,7.9949969055887834e-09,7.9949969055887834e-09,7.9949969055887834e-09,7.9949969055887834e-09,6.1746332174068211e+03,6.1746332174068211e+03,6.1746332174068211e+03,6.1746332174068211e+03,6.1746332174068211e+03,6.1746332174068211e+03
pglib_opf_case6468_rte.m,9.7618781603726177e+00,2.9220414282660201e-10,2.9220414282660201e-10,2.9220414282660201e-10,2.9220414282660201e-10,2.9220414282660201e-10,1.8596515082901900e+02,2.0981381790985267e-09,2.0981381790985267e-09,2.0981381790985267e-09,2.0981381790985267e-09,2.0981381790985267e-09,4.9075181038570022e+06,3.0316194931645316e-09,3.0316194931645316e-09,3.0316194931645316e-09,3.0316194931645316e-09,3.0316194931645316e-09,9.0211911229196376e+03,1.4993743173894576e+04,1.4993743173894576e+04,1.4993743173894576e+04,1.4993743173894576e+04,1.4993743173894576e+04
pglib_opf_case6468_rte__api.m,1.8105573144543076e+01,3.3697308832181250e-11,3.3697308832181250e-11,3.3697308832181250e-11,3.3697308832181250e-11,3.3697308832181250e-11,8.1162316101086969e+02,4.3823430995182378e-10,4.3823430995182378e-10,4.3823430995182378e-10,4.3823430995182378e-10,4.3823430995182378e-10,1.1728444898368483e+07,2.9794186905712110e-09,2.9794186905712110e-09,2.9794186905712110e-09,2.9794186905712110e-09,2.9794186905712110e-09,4.1440485005640121e+03,1.6759545195632021e+04,1.6759545195632021e+04,1.6759545195632021e+04,1.6759545195632021e+04,1.6759545195632021e+04
pglib_opf_case6468_rte__sad.m,2.0198866920602399e+01,2.9221357972231132e-10,2.9221357972231132e-10,2.9221357972231132e-10,2.9221357972231132e-10,2.9221357972231132e-10,2.7759023695129645e+05,2.0981883209577280e-09,2.0981883209577280e-09,2.0981883209577280e-09,2.0981883209577280e-09,2.0981883209577280e-09,1.1561413448307171e+07,3.0316333754978193e-09,3.0316333754978193e-09,3.0316333754978193e-09,3.0316333754978193e-09,3.0316333754978193e-09,5.8127297676423805e+03,1.4993743173894736e+04,1.4993743173894736e+04,1.4993743173894736e+04,1.4993743173894736e+04,1.4993743173894736e+04
pglib_opf_case6470_rte.m,5.4237137350754416e-11,5.4237137350754416e-11,5.4237137350754416e-11,5.4237137350754416e-11,5.4237137350754416e-11,5.4237137350754416e-11,2.7183158328220069e-09,2.7183158328220069e-09,2.7183158328220069e-09,2.7183158328220069e-09,2.7183158328220069e-09,2.7183158328220069e-09,2.7183158328220069e-09,2.7183158328220069e-09,2.7183158328220069e-09,2.7183158328220069e-09,2.7183158328220069e-09,2.7183158328220069e-09,1.6955080450367965e+04,1.6955080450367965e+04,1.6955080450367965e+04,1.6955080450367965e+04,1.6955080450367965e+04,1.6955080450367965e+04
pglib_opf_case6470_rte__api.m,9.7612651884304569e-04,6.5207829854319208e-14,6.5207829854319208e-14,6.5207829854319208e-14,6.5207829854319208e-14,6.5207829854319208e-14,2.0588501954334761e+00,1.7501541929744278e-10,1.7501541929744278e-10,1.7501541929744278e-10,1.7501541929744278e-10,1.7501541929744278e-10,2.0588501954334761e+00,2.5059297391279448e-09,2.5059297391279448e-09,2.5059297391279448e-09,2.5059297391279448e-09,2.5059297391279448e-09,1.9750720044964677e+04,1.9750497660035326e+04,1.9750497660035326e+04,1.9750497660035326e+04,1.9750497660035326e+04,1.9750497660035326e+04
pglib_opf_case6470_rte__sad.m,4.2069507877329215e-09,4.2069507877329215e-09,4.2069507877329215e-09,4.2069507877329215e-09,4.2069507877329215e-09,4.2069507877329215e-09,7.9312501938069090e-09,7.9312501938069090e-09,7.9312501938069090e-09,7.9312501938069090e-09,7.9312501938069090e-09,7.9312501938069090e-09,7.9312501938069090e-09,7.9312501938069090e-09,7.9312501938069090e-09,7.9312501938069090e-09,7.9312501938069090e-09,7.9312501938069090e-09,1.6985836041603747e+04,1.6985836041603747e+04,1.6985836041603747e+04,1.6985836041603747e+04,1.6985836041603747e+04,1.6985836041603747e+04
pglib_opf_case6495_rte.m,2.6471526129816070e-01,4.4623332806636995e-12,4.4623332806636995e-12,4.4623332806636995e-12,4.4623332806636995e-12,4.4623332806636995e-12,1.4119619604311902e+03,4.9482620976514207e-09,4.9482620976514207e-09,4.9482620976514207e-09,4.9482620976514207e-09,4.9482620976514207e-09,1.8775643325172761e+05,4.9482620976514207e-09,4.9482620976514207e-09,4.9482620976514207e-09,4.9482620976514207e-09,4.9482620976514207e-09,2.1235294989411414e+04,2.2308739939138624e+04,2.2308739939138624e+04,2.2308739939138624e+04,2.2308739939138624e+04,2.2308739939138624e+04
pglib_opf_case6495_rte__api.m,1.8989477920816622e-04,9.1136369284594565e-12,9.1136369284594565e-12,9.1136369284594565e-12,9.1136369284594565e-12,9.1136369284594565e-12,1.1343348177676717e+01,2.9850400673761334e-10,2.9850400673761334e-10,2.9850400673761334e-10,2.9850400673761334e-10,2.9850400673761334e-10,1.1343348177676717e+01,2.5062438187694794e-09,2.5062438187694794e-09,2.5062438187694794e-09,2.5062438187694794e-09,2.5062438187694794e-09,2.1633608258533786e+04,2.1633565189201123e+04,2.1633565189201123e+04,2.1633565189201123e+04,2.1633565189201123e+04,2.1633565189201123e+04
pglib_opf_case6495_rte__sad.m,2.4929095203026108e-01,4.4603348792193742e-12,4.4603348792193742e-12,4.4603348792193742e-12,4.4603348792193742e-12,4.4603348792193742e-12,1.2637900679807742e+03,3.0956071781383457e-09,3.0956071781383457e-09,3.0956071781383457e-09,3.0956071781383457e-09,3.0956071781383457e-09,1.8532881619866932e+05,3.0956071781383457e-09,3.0956071781383457e-09,3.0956071781383457e-09,3.0956071781383457e-09,3.0956071781383457e-09,2.1286433582041896e+04,2.2308739939138624e+04,2.2308739939138624e+04,2.2308739939138624e+04,2.2308739939138624e+04,2.2308739939138624e+04
pglib_opf_case6515_rte.m,7.9143402609644364e-03,5.7696625255232448e-12,5.7696625255232448e-12,5.7696625255232448e-12,5.7696625255232448e-12,5.7696625255232448e-12,2.5166079357053100e+01,9.7564746311450778e-10,9.7564746311450778e-10,9.7564746311450778e-10,9.7564746311450778e-10,9.7564746311450778e-10,2.5166079357053100e+01,1.0408494756647542e-09,1.0408494756647542e-09,1.0408494756647542e-09,1.0408494756647542e-09,1.0408494756647542e-09,1.9870185474804450e+04,1.9842527917099043e+04,1.9842527917099043e+04,1.9842527917099043e+04,1.9842527917099043e+04,1.9842527917099043e+04
pglib_opf_case6515_rte__api.m,1.1593540753941400e-03,6.5848125563316984e-12,6.5848125563316984e-12,6.5848125563316984e-12,6.5848125563316984e-12,6.5848125563316984e-12,9.7900364373365112e-01,5.6769176719132614e-09,5.6769176719132614e-09,5.6769176719132614e-09,5.6769176719132614e-09,5.6769176719132614e-09,9.7900364373365112e-01,5.6769176719132614e-09,5.6769176719132614e-09,5.6769176719132614e-09,5.6769176719132614e-09,5.6769176719132614e-09,2.1623660929688253e+04,2.1501397254347496e+04,2.1501397254347496e+04,2.1501397254347496e+04,2.1501397254347496e+04,2.1501397254347496e+04
pglib_opf_case6515_rte__sad.m,1.6114390030476855e-01,6.0206417629160569e-10,6.0206417629160569e-10,6.0206417629160569e-10,6.0206417629160569e-10,6.0206417629160569e-10,8.0517339554987120e+02,9.8361553669845742e-10,9.8361553669845742e-10,9.8361553669845742e-10,9.8361553669845742e-10,9.8361553669845742e-10,3.7881385459507655e+04,2.5275231541821393e-09,2.5275231541821393e-09,2.5275231541821393e-09,2.5275231541821393e-09,2.5275231541821393e-09,1.9898177954135343e+04,2.0153985505716304e+04,2.0153985505716304e+04,2.0153985505716304e+04,2.0153985505716304e+04,2.0153985505716304e+04
pglib_opf_case73_ieee_rts.m,3.3570021762407974e-14,3.3570021762407974e-14,3.3570021762407974e-14,3.3570021762407974e-14,3.3570021762407974e-14,3.3570021762407974e-14,1.5046895890054391e-12,1.5046895890054391e-12,1.5046895890054391e-12,1.5046895890054391e-12,1.5046895890054391e-12,1.5046895890054391e-12,2.5067211215200621e-09,2.5067211215200621e-09,2.5067211215200621e-09,2.5067211215200621e-09,2.5067211215200621e-09,2.5067211215200621e-09,1.4597236705182574e+03,1.4597236705182574e+03,1.4597236705182574e+03,1.4597236705182574e+03,1.4597236705182574e+03,1.4597236705182574e+03
pglib_opf_case73_ieee_rts__api.m,2.6201263381153694e-14,2.6201263381153694e-14,2.6201263381153694e-14,2.6201263381153694e-14,2.6201263381153694e-14,2.6201263381153694e-14,7.2759576141834259e-12,7.2759576141834259e-12,7.2759576141834259e-12,7.2759576141834259e-12,7.2759576141834259e-12,7.2759576141834259e-12,2.5750322371107226e-09,2.5750322371107226e-09,2.5750322371107226e-09,2.5750322371107226e-09,2.5750322371107226e-09,2.5750322371107226e-09,3.2509808359627250e+03,3.2509808359627250e+03,3.2509808359627250e+03,3.2509808359627250e+03,3.2509808359627250e+03,3.2509808359627250e+03
pglib_opf_case73_ieee_rts__sad.m,5.9285909514983359e-14,5.9285909514983359e-14,5.9285909514983359e-14,5.9285909514983359e-14,5.9285909514983359e-14,5.9285909514983359e-14,5.2550905069701949e-12,5.2550905069701949e-12,5.2550905069701949e-12,5.2550905069701949e-12,5.2550905069701949e-12,5.2550905069701949e-12,9.0994608781700636e-10,9.0994608781700636e-10,9.0994608781700636e-10,9.0994608781700636e-10,9.0994608781700636e-10,9.0994608781700636e-10,1.7507980078302114e+03,1.7507980078302114e+03,1.7507980078302114e+03,1.7507980078302114e+03,1.7507980078302114e+03,1.7507980078302114e+03
pglib_opf_case793_goc.m,1.9274581930517343e-12,1.9274581930517343e-12,1.9274581930517343e-12,1.9274581930517343e-12,1.9274581930517343e-12,1.9274581930517343e-12,2.7073886990079992e-10,2.7073886990079992e-10,2.7073886990079992e-10,2.7073886990079992e-10,2.7073886990079992e-10,2.7073886990079992e-10,2.5109936630965874e-09,2.5109936630965874e-09,2.5109936630965874e-09,2.5109936630965874e-09,2.5109936630965874e-09,2.5109936630965874e-09,3.5138129355658880e+03,3.5138129355658880e+03,3.5138129355658880e+03,3.5138129355658880e+03,3.5138129355658880e+03,3.5138129355658880e+03
pglib_opf_case793_goc__api.m,6.4280187579567363e-14,6.4280187579567363e-14,6.4280187579567363e-14,6.4280187579567363e-14,6.4280187579567363e-14,6.4280187579567363e-14,1.3299054088469851e-10,1.3299054088469851e-10,1.3299054088469851e-10,1.3299054088469851e-10,1.3299054088469851e-10,1.3299054088469851e-10,2.5060997876990490e-09,2.5060997876990490e-09,2.5060997876990490e-09,2.5060997876990490e-09,2.5060997876990490e-09,2.5060997876990490e-09,4.3059220409960517e+03,4.3059220409960517e+03,4.3059220409960517e+03,4.3059220409960517e+03,4.3059220409960517e+03,4.3059220409960517e+03
pglib_opf_case8387_pegase.m,5.1116263225250347e-08,7.6425309811070055e-14,7.6425309811070055e-14,7.6425309811070055e-14,7.6425309811070055e-14,7.6425309811070055e-14,5.7845561653472807e-07,1.3152877679368309e-09,1.3152877679368309e-09,1.3152877679368309e-09,1.3152877679368309e-09,1.3152877679368309e-09,1.5043935847535917e-04,2.5086524593713686e-09,2.5086524593713686e-09,2.5086524593713686e-09,2.5086524593713686e-09,2.5086524593713686e-09,2.1171331253289973e+04,2.1170869391206368e+04,2.1170869391206368e+04,2.1170869391206368e+04,2.1170869391206368e+04,2.1170869391206368e+04
pglib_opf_case8387_pegase__api.m,9.0267233687768567e-09,5.5377924468302808e-13,5.5377924468302808e-13,5.5377924468302808e-13,5.5377924468302808e-13,5.5377924468302808e-13,1.8033576796134816e-05,5.5758247318241174e-09,5.5758247318241174e-09,5.5758247318241174e-09,5.5758247318241174e-09,5.5758247318241174e-09,1.8033576796134816e-05,5.5758247318241174e-09,5.5758247318241174e-09,5.5758247318241174e-09,5.5758247318241174e-09,5.5758247318241174e-09,4.2451080110500530e+04,4.2451075464619331e+04,4.2451075464619331e+04,4.2451075464619331e+04,4.2451075464619331e+04,4.2451075464619331e+04
pglib_opf_case89_pegase.m,6.9576978404172977e-12,6.9576978404172977e-12,6.9576978404172977e-12,6.9576978404172977e-12,6.9576978404172977e-12,6.9576978404172977e-12,2.5878178384842086e-09,2.5878178384842086e-09,2.5878178384842086e-09,2.5878178384842086e-09,2.5878178384842086e-09,2.5878178384842086e-09,3.4169093600261898e-09,3.4169093600261898e-09,3.4169093600261898e-09,3.4169093600261898e-09,3.4169093600261898e-09,3.4169093600261898e-09,2.5366728950732095e+03,2.5366728950732095e+03,2.5366728950732095e+03,2.5366728950732095e+03,2.5366728950732095e+03,2.5366728950732095e+03
pglib_opf_case89_pegase__api.m,4.4563285888771662e-11,4.4563285888771662e-11,4.4563285888771662e-11,4.4563285888771662e-11,4.4563285888771662e-11,4.4563285888771662e-11,5.5192745815648006e-09,5.5192745815648006e-09,5.5192745815648006e-09,5.5192745815648006e-09,5.5192745815648006e-09,5.5192745815648006e-09,5.7999992549001125e-09,5.7999992549001125e-09,5.7999992549001125e-09,5.7999992549001125e-09,5.7999992549001125e-09,5.7999992549001125e-09,3.0778667222240142e+03,3.0778667222240142e+03,3.0778667222240142e+03,3.0778667222240142e+03,3.0778667222240142e+03,3.0778667222240142e+03
pglib_opf_case9241_pegase.m,2.1089711427224600e-07,6.6172907004246248e-11,6.6172907004246248e-11,6.6172907004246248e-11,6.6172907004246248e-11,6.6172907004246248e-11,7.8930368831997555e-06,1.6444118691596647e-09,1.6444118691596647e-09,1.6444118691596647e-09,1.6444118691596647e-09,1.6444118691596647e-09,1.5620330803288056e-04,3.1997136964547389e-09,3.1997136964547389e-09,3.1997136964547389e-09,3.1997136964547389e-09,3.1997136964547389e-09,4.6010470496942158e+04,4.6010127620793945e+04,4.6010127620793945e+04,4.6010127620793945e+04,4.6010127620793945e+04,4.6010127620793945e+04
pglib_opf_case9241_pegase__api.m,1.5345468236290348e-02,9.6589403142388619e-14,4.8647752493025109e-12,9.6589403142388619e-14,9.6589403142388619e-14,9.6589403142388619e-14,5.9308419529748608e+02,7.9310711179277993e-09,1.7597350538402671e-06,7.9310711179277993e-09,7.9310711179277993e-09,7.9310711179277993e-09,5.9308419529748608e+02,7.9310711179277993e-09,1.7597350538402671e-06,7.9310711179277993e-09,7.9310711179277993e-09,7.9310711179277993e-09,5.1963494403508295e+04,5.1670640351741575e+04,5.1670640339831734e+04,5.1670640351741575e+04,5.1670640351741575e+04,5.1670640351741575e+04
pglib_opf_case9591_goc.m,1.0921298308222305e-02,1.4508894086162627e-11,1.4508894086162627e-11,1.4508894086162627e-11,1.4508894086162627e-11,1.4508894086162627e-11,1.4482119575815489e-01,3.3782887213101015e-09,3.3782887213101015e-09,3.3782887213101015e-09,3.3782887213101015e-09,3.3782887213101015e-09,1.4482119575815489e-01,3.3782887213101015e-09,3.3782887213101015e-09,3.3782887213101015e-09,3.3782887213101015e-09,3.3782887213101015e-09,1.2295708283357828e+04,1.2280897089147451e+04,1.2280897089147451e+04,1.2280897089147451e+04,1.2280897089147451e+04,1.2280897089147451e+04
